date,index_name,open,high,low,close
2005-04-01,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1000.0
2005-04-04,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,998.17
2005-04-05,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,989.12
2005-04-06,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,998.57
2005-04-07,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1001.89
2005-04-08,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,995.68
2005-04-11,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,990.65
2005-04-12,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,999.63
2005-04-13,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1002.15
2005-04-15,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,982.36
2005-04-18,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,972.68
2005-04-19,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,969.2
2005-04-20,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,981.72
2005-04-21,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,989.56
2005-04-22,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1000.93
2005-04-25,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1002.87
2005-04-26,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1001.15
2005-04-27,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,998.19
2005-04-28,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1004.4
2005-04-29,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,990.77
2005-05-02,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,988.63
2005-05-03,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,988.21
2005-05-04,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,998.12
2005-05-05,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1007.23
2005-05-06,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1013.82
2005-05-09,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1028.59
2005-05-10,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1025.14
2005-05-11,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1026.63
2005-05-12,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1029.77
2005-05-13,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1036.03
2005-05-16,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1045.53
2005-05-17,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1035.9
2005-05-18,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1034.54
2005-05-19,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1040.48
2005-05-20,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1040.76
2005-05-23,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1041.62
2005-05-24,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1047.87
2005-05-25,NIFTY500 MULTIFACTOR MQVLv 50,0.0,0.0,0.0,1051.73
