date,index_name,open,high,low,close
2005-04-01,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1000.0
2005-04-04,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1007.17
2005-04-05,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1000.36
2005-04-06,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1017.86
2005-04-07,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1019.78
2005-04-08,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1009.32
2005-04-11,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1002.19
2005-04-12,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1009.38
2005-04-13,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1008.48
2005-04-15,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,979.17
2005-04-18,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,973.29
2005-04-19,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,970.72
2005-04-20,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,977.16
2005-04-21,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,993.04
2005-04-22,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1010.96
2005-04-25,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1021.76
2005-04-26,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1026.9
2005-04-27,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1023.52
2005-04-28,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1027.03
2005-04-29,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1006.44
2005-05-02,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,995.56
2005-05-03,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1000.79
2005-05-04,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1022.88
2005-05-05,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1037.99
2005-05-06,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1045.31
2005-05-09,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1063.45
2005-05-10,NIFTY SMALLCAP250 MOMENTUM QUALITY 100,0.0,0.0,0.0,1067.52
