Date,Open,High,Low,Close
2005-10-11,0.0,0.0,0.0,1489.73
2005-10-13,0.0,0.0,0.0,1479.99
2005-10-14,0.0,0.0,0.0,1434.16
2005-10-17,0.0,0.0,0.0,1420.81
2005-10-18,0.0,0.0,0.0,1414.02
2005-10-19,0.0,0.0,0.0,1357.46
2005-10-20,0.0,0.0,0.0,1326.3
2005-10-21,0.0,0.0,0.0,1354.95
2005-10-24,0.0,0.0,0.0,1357.66
2005-10-25,0.0,0.0,0.0,1352.07
2005-10-26,0.0,0.0,0.0,1349.24
2005-10-27,0.0,0.0,0.0,1319.62
2005-10-28,0.0,0.0,0.0,1298.13
2005-10-31,0.0,0.0,0.0,1341.92
2005-11-01,0.0,0.0,0.0,1365.91
2005-11-02,0.0,0.0,0.0,1379.68
2005-11-07,0.0,0.0,0.0,1410.18
2005-11-08,0.0,0.0,0.0,1437.92
2005-11-09,0.0,0.0,0.0,1445.34
2005-11-10,0.0,0.0,0.0,1444.43
2005-11-11,0.0,0.0,0.0,1477.63
2005-11-14,0.0,0.0,0.0,1481.3
2005-11-16,0.0,0.0,0.0,1494.59
2005-11-17,0.0,0.0,0.0,1497.22
2005-11-18,0.0,0.0,0.0,1494.6
2005-11-21,0.0,0.0,0.0,1477.35
2005-11-22,0.0,0.0,0.0,1471.16
2005-11-23,0.0,0.0,0.0,1486.5
2005-11-24,0.0,0.0,0.0,1500.69
2005-11-25,0.0,0.0,0.0,1515.19
2005-11-26,0.0,0.0,0.0,1534.68
2005-11-28,0.0,0.0,0.0,1549.57
2005-11-29,0.0,0.0,0.0,1545.07
2005-11-30,0.0,0.0,0.0,1541.25
2005-12-01,0.0,0.0,0.0,1562.0
2005-12-02,0.0,0.0,0.0,1583.85
2005-12-05,0.0,0.0,0.0,1581.95
2005-12-06,0.0,0.0,0.0,1584.85
2005-12-07,0.0,0.0,0.0,1598.36
2005-12-08,0.0,0.0,0.0,1619.34
2005-12-09,0.0,0.0,0.0,1643.08
2005-12-12,0.0,0.0,0.0,1648.93
2005-12-13,0.0,0.0,0.0,1649.83
2005-12-14,0.0,0.0,0.0,1646.78
2005-12-15,0.0,0.0,0.0,1623.57
2005-12-16,0.0,0.0,0.0,1631.86
2005-12-19,0.0,0.0,0.0,1649.6
2005-12-20,0.0,0.0,0.0,1637.78
2005-12-21,0.0,0.0,0.0,1641.84
2005-12-22,0.0,0.0,0.0,1645.84
2005-12-23,0.0,0.0,0.0,1637.7
2005-12-26,0.0,0.0,0.0,1604.47
2005-12-27,0.0,0.0,0.0,1634.67
2005-12-28,0.0,0.0,0.0,1642.52
2005-12-29,0.0,0.0,0.0,1661.93
2005-12-30,0.0,0.0,0.0,1694.88
2006-01-02,0.0,0.0,0.0,1721.33
2006-01-03,0.0,0.0,0.0,1743.55
2006-01-04,0.0,0.0,0.0,1751.33
2006-01-05,0.0,0.0,0.0,1743.47
2006-01-06,0.0,0.0,0.0,1760.79
2006-01-09,0.0,0.0,0.0,1780.01
2006-01-10,0.0,0.0,0.0,1769.32
2006-01-12,0.0,0.0,0.0,1775.72
2006-01-13,0.0,0.0,0.0,1794.37
2006-01-16,0.0,0.0,0.0,1781.71
2006-01-17,0.0,0.0,0.0,1773.09
2006-01-18,0.0,0.0,0.0,1754.93
2006-01-19,0.0,0.0,0.0,1798.88
2006-01-20,0.0,0.0,0.0,1820.72
2006-01-23,0.0,0.0,0.0,1832.73
2006-01-24,0.0,0.0,0.0,1849.0
2006-01-25,0.0,0.0,0.0,1841.92
2006-01-27,0.0,0.0,0.0,1871.19
2006-01-30,0.0,0.0,0.0,1850.32
2006-01-31,0.0,0.0,0.0,1853.6
2006-02-01,0.0,0.0,0.0,1831.14
2006-02-02,0.0,0.0,0.0,1818.64
2006-02-03,0.0,0.0,0.0,1814.04
2006-02-06,0.0,0.0,0.0,1827.4
2006-02-07,0.0,0.0,0.0,1838.6
2006-02-08,0.0,0.0,0.0,1834.52
2006-02-10,0.0,0.0,0.0,1866.29
2006-02-13,0.0,0.0,0.0,1896.42
2006-02-14,0.0,0.0,0.0,1890.63
2006-02-15,0.0,0.0,0.0,1892.24
2006-02-16,0.0,0.0,0.0,1905.11
2006-02-17,0.0,0.0,0.0,1884.83
2006-02-20,0.0,0.0,0.0,1865.51
2006-02-21,0.0,0.0,0.0,1895.32
2006-02-22,0.0,0.0,0.0,1883.06
2006-02-23,0.0,0.0,0.0,1872.74
2006-02-24,0.0,0.0,0.0,1868.94
2006-02-27,0.0,0.0,0.0,1889.05
2006-02-28,0.0,0.0,0.0,1893.52
2006-03-01,0.0,0.0,0.0,1930.74
2006-03-02,0.0,0.0,0.0,1965.52
2006-03-03,0.0,0.0,0.0,1995.48
2006-03-06,0.0,0.0,0.0,2021.59
2006-03-07,0.0,0.0,0.0,2041.14
2006-03-08,0.0,0.0,0.0,2011.34
2006-03-09,0.0,0.0,0.0,2017.57
2006-03-10,0.0,0.0,0.0,2053.38
2006-03-13,0.0,0.0,0.0,2057.96
2006-03-14,0.0,0.0,0.0,2051.5
2006-03-16,0.0,0.0,0.0,2063.37
2006-03-17,0.0,0.0,0.0,2061.01
2006-03-20,0.0,0.0,0.0,2074.61
2006-03-21,0.0,0.0,0.0,2083.07
2006-03-22,0.0,0.0,0.0,2076.82
2006-03-23,0.0,0.0,0.0,2073.45
2006-03-24,0.0,0.0,0.0,2097.56
2006-03-27,0.0,0.0,0.0,2113.78
2006-03-28,0.0,0.0,0.0,2105.56
2006-03-29,0.0,0.0,0.0,2126.16
2006-03-30,0.0,0.0,0.0,2139.16
2006-03-31,0.0,0.0,0.0,2162.02
2006-04-03,0.0,0.0,0.0,2227.95
2006-04-04,0.0,0.0,0.0,2255.64
2006-04-05,0.0,0.0,0.0,2290.03
2006-04-07,0.0,0.0,0.0,2261.1
2006-04-10,0.0,0.0,0.0,2282.67
2006-04-12,0.0,0.0,0.0,2243.28
2006-04-13,0.0,0.0,0.0,2202.87
2006-04-17,0.0,0.0,0.0,2236.18
2006-04-18,0.0,0.0,0.0,2269.88
2006-04-19,0.0,0.0,0.0,2279.77
2006-04-20,0.0,0.0,0.0,2299.18
2006-04-21,0.0,0.0,0.0,2308.39
2006-04-24,0.0,0.0,0.0,2315.01
2006-04-25,0.0,0.0,0.0,2277.38
2006-04-26,0.0,0.0,0.0,2340.78
2006-04-27,0.0,0.0,0.0,2345.26
2006-04-28,0.0,0.0,0.0,2367.5
2006-04-29,0.0,0.0,0.0,2414.42
2006-05-02,0.0,0.0,0.0,2443.11
2006-05-03,0.0,0.0,0.0,2452.87
2006-05-04,0.0,0.0,0.0,2459.66
2006-05-05,0.0,0.0,0.0,2484.72
2006-05-08,0.0,0.0,0.0,2493.26
2006-05-09,0.0,0.0,0.0,2510.14
2006-05-10,0.0,0.0,0.0,2525.71
2006-05-11,0.0,0.0,0.0,2523.67
2006-05-12,0.0,0.0,0.0,2532.16
2006-05-15,0.0,0.0,0.0,2428.08
2006-05-16,0.0,0.0,0.0,2408.95
2006-05-17,0.0,0.0,0.0,2482.31
2006-05-18,0.0,0.0,0.0,2296.43
2006-05-19,0.0,0.0,0.0,2185.17
2006-05-22,0.0,0.0,0.0,2063.77
2006-05-23,0.0,0.0,0.0,2145.14
2006-05-24,0.0,0.0,0.0,2128.92
2006-05-25,0.0,0.0,0.0,2129.37
2006-05-26,0.0,0.0,0.0,2173.29
2006-05-29,0.0,0.0,0.0,2213.96
2006-05-30,0.0,0.0,0.0,2217.3
2006-05-31,0.0,0.0,0.0,2176.96
2006-06-01,0.0,0.0,0.0,2112.69
2006-06-02,0.0,0.0,0.0,2138.95
2006-06-05,0.0,0.0,0.0,2081.09
2006-06-06,0.0,0.0,0.0,2000.42
2006-06-07,0.0,0.0,0.0,1903.3
2006-06-08,0.0,0.0,0.0,1803.7
2006-06-09,0.0,0.0,0.0,1882.39
2006-06-12,0.0,0.0,0.0,1822.91
2006-06-13,0.0,0.0,0.0,1707.36
2006-06-14,0.0,0.0,0.0,1652.54
2006-06-15,0.0,0.0,0.0,1748.41
2006-06-16,0.0,0.0,0.0,1824.39
2006-06-19,0.0,0.0,0.0,1878.15
2006-06-20,0.0,0.0,0.0,1872.76
2006-06-21,0.0,0.0,0.0,1921.69
2006-06-22,0.0,0.0,0.0,1975.6
2006-06-23,0.0,0.0,0.0,1983.89
2006-06-25,0.0,0.0,0.0,2009.42
2006-06-26,0.0,0.0,0.0,1938.06
2006-06-27,0.0,0.0,0.0,1954.56
2006-06-28,0.0,0.0,0.0,1968.56
2006-06-29,0.0,0.0,0.0,1996.42
2006-06-30,0.0,0.0,0.0,2090.03
2006-07-03,0.0,0.0,0.0,2111.51
2006-07-04,0.0,0.0,0.0,2111.6
2006-07-05,0.0,0.0,0.0,2161.6
2006-07-06,0.0,0.0,0.0,2158.99
2006-07-07,0.0,0.0,0.0,2144.31
2006-07-10,0.0,0.0,0.0,2144.4
2006-07-11,0.0,0.0,0.0,2123.81
2006-07-12,0.0,0.0,0.0,2135.69
2006-07-13,0.0,0.0,0.0,2115.07
2006-07-14,0.0,0.0,0.0,2067.63
2006-07-17,0.0,0.0,0.0,1989.88
2006-07-18,0.0,0.0,0.0,1949.19
2006-07-19,0.0,0.0,0.0,1869.0
2006-07-20,0.0,0.0,0.0,1907.39
2006-07-21,0.0,0.0,0.0,1848.14
2006-07-24,0.0,0.0,0.0,1832.93
2006-07-25,0.0,0.0,0.0,1880.48
2006-07-26,0.0,0.0,0.0,1929.07
2006-07-27,0.0,0.0,0.0,1971.9
2006-07-28,0.0,0.0,0.0,1993.22
2006-07-31,0.0,0.0,0.0,2024.6
2006-08-01,0.0,0.0,0.0,2001.86
2006-08-02,0.0,0.0,0.0,2030.78
2006-08-03,0.0,0.0,0.0,2039.24
2006-08-04,0.0,0.0,0.0,2030.78
2006-08-07,0.0,0.0,0.0,2026.52
2006-08-08,0.0,0.0,0.0,2066.94
2006-08-09,0.0,0.0,0.0,2103.4
2006-08-10,0.0,0.0,0.0,2144.49
2006-08-11,0.0,0.0,0.0,2163.68
2006-08-14,0.0,0.0,0.0,2200.51
2006-08-16,0.0,0.0,0.0,2233.9
2006-08-17,0.0,0.0,0.0,2224.38
2006-08-18,0.0,0.0,0.0,2240.05
2006-08-21,0.0,0.0,0.0,2248.81
2006-08-22,0.0,0.0,0.0,2233.4
2006-08-23,0.0,0.0,0.0,2194.48
2006-08-24,0.0,0.0,0.0,2209.08
2006-08-25,0.0,0.0,0.0,2226.24
2006-08-28,0.0,0.0,0.0,2229.23
2006-08-29,0.0,0.0,0.0,2235.21
2006-08-30,0.0,0.0,0.0,2221.74
2006-08-31,0.0,0.0,0.0,2211.44
2006-09-01,0.0,0.0,0.0,2236.12
2006-09-04,0.0,0.0,0.0,2267.99
2006-09-05,0.0,0.0,0.0,2273.12
2006-09-06,0.0,0.0,0.0,2285.75
2006-09-07,0.0,0.0,0.0,2278.84
2006-09-08,0.0,0.0,0.0,2297.34
2006-09-11,0.0,0.0,0.0,2217.35
2006-09-12,0.0,0.0,0.0,2237.46
2006-09-13,0.0,0.0,0.0,2270.62
2006-09-14,0.0,0.0,0.0,2282.13
2006-09-15,0.0,0.0,0.0,2292.64
2006-09-18,0.0,0.0,0.0,2307.8
2006-09-19,0.0,0.0,0.0,2273.08
2006-09-20,0.0,0.0,0.0,2287.56
2006-09-21,0.0,0.0,0.0,2319.14
2006-09-22,0.0,0.0,0.0,2318.13
2006-09-25,0.0,0.0,0.0,2301.47
2006-09-26,0.0,0.0,0.0,2320.04
2006-09-27,0.0,0.0,0.0,2331.88
2006-09-28,0.0,0.0,0.0,2326.37
2006-09-29,0.0,0.0,0.0,2356.52
2006-10-03,0.0,0.0,0.0,2348.47
2006-10-04,0.0,0.0,0.0,2326.71
2006-10-05,0.0,0.0,0.0,2366.78
2006-10-06,0.0,0.0,0.0,2377.4
2006-10-09,0.0,0.0,0.0,2390.56
2006-10-10,0.0,0.0,0.0,2389.81
2006-10-11,0.0,0.0,0.0,2364.29
2006-10-12,0.0,0.0,0.0,2401.45
2006-10-13,0.0,0.0,0.0,2435.48
2006-10-16,0.0,0.0,0.0,2451.65
2006-10-17,0.0,0.0,0.0,2438.62
2006-10-18,0.0,0.0,0.0,2435.8
2006-10-19,0.0,0.0,0.0,2426.67
2006-10-20,0.0,0.0,0.0,2438.13
2006-10-21,0.0,0.0,0.0,2459.29
2006-10-23,0.0,0.0,0.0,2443.63
2006-10-26,0.0,0.0,0.0,2470.36
2006-10-27,0.0,0.0,0.0,2507.62
2006-10-30,0.0,0.0,0.0,2517.99
2006-10-31,0.0,0.0,0.0,2507.87
2006-11-01,0.0,0.0,0.0,2519.89
2006-11-02,0.0,0.0,0.0,2537.28
2006-11-03,0.0,0.0,0.0,2551.11
2006-11-06,0.0,0.0,0.0,2574.55
2006-11-07,0.0,0.0,0.0,2577.54
2006-11-08,0.0,0.0,0.0,2546.1
2006-11-09,0.0,0.0,0.0,2548.03
2006-11-10,0.0,0.0,0.0,2576.85
2006-11-13,0.0,0.0,0.0,2599.75
2006-11-14,0.0,0.0,0.0,2585.48
2006-11-15,0.0,0.0,0.0,2594.58
2006-11-16,0.0,0.0,0.0,2607.47
2006-11-17,0.0,0.0,0.0,2564.19
2006-11-20,0.0,0.0,0.0,2532.19
2006-11-21,0.0,0.0,0.0,2580.7
2006-11-22,0.0,0.0,0.0,2622.64
2006-11-23,0.0,0.0,0.0,2635.44
2006-11-24,0.0,0.0,0.0,2642.09
2006-11-27,0.0,0.0,0.0,2653.15
2006-11-28,0.0,0.0,0.0,2634.04
2006-11-29,0.0,0.0,0.0,2654.03
2006-11-30,0.0,0.0,0.0,2644.57
2006-12-01,0.0,0.0,0.0,2685.58
2006-12-04,0.0,0.0,0.0,2732.6
2006-12-05,0.0,0.0,0.0,2729.41
2006-12-06,0.0,0.0,0.0,2713.69
2006-12-07,0.0,0.0,0.0,2723.35
2006-12-08,0.0,0.0,0.0,2711.05
2006-12-11,0.0,0.0,0.0,2640.58
2006-12-12,0.0,0.0,0.0,2533.33
2006-12-13,0.0,0.0,0.0,2579.42
2006-12-14,0.0,0.0,0.0,2638.7
2006-12-15,0.0,0.0,0.0,2664.11
2006-12-18,0.0,0.0,0.0,2660.58
2006-12-19,0.0,0.0,0.0,2599.77
2006-12-20,0.0,0.0,0.0,2586.54
2006-12-21,0.0,0.0,0.0,2584.2
2006-12-22,0.0,0.0,0.0,2613.84
2006-12-26,0.0,0.0,0.0,2662.94
2006-12-27,0.0,0.0,0.0,2688.02
2006-12-28,0.0,0.0,0.0,2673.08
2006-12-29,0.0,0.0,0.0,2692.14
2007-01-02,0.0,0.0,0.0,2738.49
2007-01-03,0.0,0.0,0.0,2747.07
2007-01-04,0.0,0.0,0.0,2738.53
2007-01-05,0.0,0.0,0.0,2717.07
2007-01-08,0.0,0.0,0.0,2683.7
2007-01-09,0.0,0.0,0.0,2664.29
2007-01-10,0.0,0.0,0.0,2626.19
2007-01-11,0.0,0.0,0.0,2669.55
2007-01-12,0.0,0.0,0.0,2720.68
2007-01-15,0.0,0.0,0.0,2748.18
2007-01-16,0.0,0.0,0.0,2758.86
2007-01-17,0.0,0.0,0.0,2778.81
2007-01-18,0.0,0.0,0.0,2783.94
2007-01-19,0.0,0.0,0.0,2772.83
2007-01-22,0.0,0.0,0.0,2791.9
2007-01-23,0.0,0.0,0.0,2722.59
2007-01-24,0.0,0.0,0.0,2724.59
2007-01-25,0.0,0.0,0.0,2740.96
2007-01-29,0.0,0.0,0.0,2730.13
2007-01-31,0.0,0.0,0.0,2706.76
2007-02-01,0.0,0.0,0.0,2734.93
2007-02-02,0.0,0.0,0.0,2759.53
2007-02-05,0.0,0.0,0.0,2775.35
2007-02-06,0.0,0.0,0.0,2783.8
2007-02-07,0.0,0.0,0.0,2800.19
2007-02-08,0.0,0.0,0.0,2796.56
2007-02-09,0.0,0.0,0.0,2748.47
2007-02-12,0.0,0.0,0.0,2655.09
2007-02-13,0.0,0.0,0.0,2627.91
2007-02-14,0.0,0.0,0.0,2621.99
2007-02-15,0.0,0.0,0.0,2696.79
2007-02-19,0.0,0.0,0.0,2704.57
2007-02-20,0.0,0.0,0.0,2674.94
2007-02-21,0.0,0.0,0.0,2665.77
2007-02-22,0.0,0.0,0.0,2612.63
2007-02-23,0.0,0.0,0.0,2540.98
2007-02-26,0.0,0.0,0.0,2562.19
2007-02-27,0.0,0.0,0.0,2552.37
2007-02-28,0.0,0.0,0.0,2456.4
2007-03-01,0.0,0.0,0.0,2453.89
2007-03-02,0.0,0.0,0.0,2408.87
2007-03-05,0.0,0.0,0.0,2301.95
2007-03-06,0.0,0.0,0.0,2328.3
2007-03-07,0.0,0.0,0.0,2294.6
2007-03-08,0.0,0.0,0.0,2381.66
2007-03-09,0.0,0.0,0.0,2334.98
2007-03-12,0.0,0.0,0.0,2337.41
2007-03-13,0.0,0.0,0.0,2366.08
2007-03-14,0.0,0.0,0.0,2310.42
2007-03-15,0.0,0.0,0.0,2321.26
2007-03-16,0.0,0.0,0.0,2295.26
2007-03-19,0.0,0.0,0.0,2331.85
2007-03-20,0.0,0.0,0.0,2346.05
2007-03-21,0.0,0.0,0.0,2354.59
2007-03-22,0.0,0.0,0.0,2400.73
2007-03-23,0.0,0.0,0.0,2415.2
2007-03-26,0.0,0.0,0.0,2400.41
2007-03-28,0.0,0.0,0.0,2367.08
2007-03-29,0.0,0.0,0.0,2377.57
2007-03-30,0.0,0.0,0.0,2412.75
2007-04-02,0.0,0.0,0.0,2300.42
2007-04-03,0.0,0.0,0.0,2325.29
2007-04-04,0.0,0.0,0.0,2356.44
2007-04-05,0.0,0.0,0.0,2369.21
2007-04-09,0.0,0.0,0.0,2433.81
2007-04-10,0.0,0.0,0.0,2474.66
2007-04-11,0.0,0.0,0.0,2501.66
2007-04-12,0.0,0.0,0.0,2495.93
2007-04-13,0.0,0.0,0.0,2546.86
2007-04-16,0.0,0.0,0.0,2588.22
2007-04-17,0.0,0.0,0.0,2565.81
2007-04-18,0.0,0.0,0.0,2560.6
2007-04-19,0.0,0.0,0.0,2550.61
2007-04-20,0.0,0.0,0.0,2580.27
2007-04-23,0.0,0.0,0.0,2582.99
2007-04-24,0.0,0.0,0.0,2598.74
2007-04-25,0.0,0.0,0.0,2618.1
2007-04-26,0.0,0.0,0.0,2619.15
2007-04-27,0.0,0.0,0.0,2593.83
2007-04-30,0.0,0.0,0.0,2633.36
2007-05-03,0.0,0.0,0.0,2637.91
2007-05-04,0.0,0.0,0.0,2612.02
2007-05-07,0.0,0.0,0.0,2607.32
2007-05-08,0.0,0.0,0.0,2583.16
2007-05-09,0.0,0.0,0.0,2590.04
2007-05-10,0.0,0.0,0.0,2593.57
2007-05-11,0.0,0.0,0.0,2608.68
2007-05-14,0.0,0.0,0.0,2648.67
2007-05-15,0.0,0.0,0.0,2666.32
2007-05-16,0.0,0.0,0.0,2683.3
2007-05-17,0.0,0.0,0.0,2719.19
2007-05-18,0.0,0.0,0.0,2719.34
2007-05-21,0.0,0.0,0.0,2713.79
2007-05-22,0.0,0.0,0.0,2732.17
2007-05-23,0.0,0.0,0.0,2721.75
2007-05-24,0.0,0.0,0.0,2716.64
2007-05-25,0.0,0.0,0.0,2730.54
2007-05-28,0.0,0.0,0.0,2740.25
2007-05-29,0.0,0.0,0.0,2773.28
2007-05-30,0.0,0.0,0.0,2764.18
2007-05-31,0.0,0.0,0.0,2795.64
2007-06-01,0.0,0.0,0.0,2816.65
2007-06-04,0.0,0.0,0.0,2805.2
2007-06-05,0.0,0.0,0.0,2850.52
2007-06-06,0.0,0.0,0.0,2812.41
2007-06-07,0.0,0.0,0.0,2825.11
2007-06-08,0.0,0.0,0.0,2802.59
2007-06-11,0.0,0.0,0.0,2807.3
2007-06-12,0.0,0.0,0.0,2794.62
2007-06-13,0.0,0.0,0.0,2782.99
2007-06-14,0.0,0.0,0.0,2821.21
2007-06-15,0.0,0.0,0.0,2840.92
2007-06-18,0.0,0.0,0.0,2836.37
2007-06-19,0.0,0.0,0.0,2875.84
2007-06-20,0.0,0.0,0.0,2923.04
2007-06-21,0.0,0.0,0.0,2941.57
2007-06-22,0.0,0.0,0.0,2947.12
2007-06-25,0.0,0.0,0.0,2954.32
2007-06-26,0.0,0.0,0.0,2995.81
2007-06-27,0.0,0.0,0.0,3008.81
2007-06-28,0.0,0.0,0.0,3036.34
2007-06-29,0.0,0.0,0.0,3077.08
2007-07-02,0.0,0.0,0.0,3099.47
2007-07-03,0.0,0.0,0.0,3126.55
2007-07-04,0.0,0.0,0.0,3123.56
2007-07-05,0.0,0.0,0.0,3103.61
2007-07-06,0.0,0.0,0.0,3131.38
2007-07-09,0.0,0.0,0.0,3179.6
2007-07-10,0.0,0.0,0.0,3165.95
2007-07-11,0.0,0.0,0.0,3167.1
2007-07-12,0.0,0.0,0.0,3215.87
2007-07-13,0.0,0.0,0.0,3224.85
2007-07-16,0.0,0.0,0.0,3238.27
2007-07-17,0.0,0.0,0.0,3189.2
2007-07-18,0.0,0.0,0.0,3184.15
2007-07-19,0.0,0.0,0.0,3222.75
2007-07-20,0.0,0.0,0.0,3233.14
2007-07-23,0.0,0.0,0.0,3243.28
2007-07-24,0.0,0.0,0.0,3232.79
2007-07-25,0.0,0.0,0.0,3221.25
2007-07-26,0.0,0.0,0.0,3233.32
2007-07-27,0.0,0.0,0.0,3161.56
